Date,Deployment,Site,group,Quadrant,Depth_cm,Perc_Cover
8/30/24,3,3,11,8,30,0.2
8/30/24,3,3,11,9,29,0.4
8/30/24,3,3,11,10,32,0.8
8/30/24,3,3,11,11,31,0.9
8/30/24,3,3,11,12,38,0.85
8/30/24,3,3,11,13,41,0.85
8/30/24,3,3,11,14,42,0.9
8/30/24,3,3,11,15,40,0.8
8/30/24,3,3,11,16,37,0.5
8/30/24,3,3,11,17,37,0.05
8/30/24,3,3,11,18,30,0
8/30/24,3,3,11,19,20,0
8/30/24,3,3,11,1,7,0
8/30/24,3,3,11,2,11,0
8/30/24,3,3,11,3,17,0
8/30/24,3,3,11,4,23,0
8/30/24,3,3,11,5,23,0
8/30/24,3,3,11,6,24,0
8/30/24,3,3,11,7,30,0.1
8/30/24,3,3,11,8,27,0.3
8/30/24,3,3,11,9,27,0.3
8/30/24,3,3,11,10,33,0.8
8/30/24,3,3,11,11,34,0.8
8/30/24,3,3,11,12,36,0.9
8/30/24,3,3,11,13,34,0.7
8/30/24,3,3,11,14,39,0.5
8/30/24,3,3,11,15,38,0.6
8/30/24,3,3,11,16,49,0.9
8/30/24,3,3,11,17,33,0.1
8/30/24,3,3,11,18,33,0
8/30/24,3,3,11,19,14,0
8/30/24,3,3,11,1,15,0
8/30/24,3,3,11,2,17,0
8/30/24,3,3,11,3,22,0
8/30/24,3,3,11,4,21,0
8/30/24,3,3,11,5,21,0
8/30/24,3,3,11,6,29,0.1
8/30/24,3,3,11,7,29,0.1
8/30/24,3,3,11,8,27,0.6
8/30/24,3,3,11,9,32,0.8
8/30/24,3,3,11,10,34,0.8
8/30/24,3,3,11,11,34,0.9
8/30/24,3,3,11,12,38,0.95
8/30/24,3,3,11,13,35,0.9
8/30/24,3,3,11,14,34,0.8
8/30/24,3,3,11,15,33,0.9
8/30/24,3,3,11,16,37,0.1
8/30/24,3,3,11,17,30,0
8/30/24,3,3,11,18,14,0
8/30/24,3,3,11,1,13,0
8/30/24,3,3,11,2,19,0
8/30/24,3,3,11,3,15,0
8/30/24,3,3,11,4,24,0
8/30/24,3,3,11,5,31,0
8/30/24,3,3,11,6,26,0.1
8/30/24,3,3,11,7,34,0.1
8/30/24,3,3,11,8,29,0.5
8/30/24,3,3,11,9,35,0.4
8/30/24,3,3,11,10,28,0.4
8/30/24,3,3,11,11,36,0.5
8/30/24,3,3,11,12,30,0.5
8/30/24,3,3,11,13,30,0.8
8/30/24,3,3,11,14,32,0.4
8/30/24,3,3,11,15,35,0.1
8/30/24,3,3,11,16,34,0.1
8/30/24,3,3,11,17,20,0
8/30/24,3,3,11,1,21,0
8/30/24,3,3,11,2,22,0
8/30/24,3,3,11,3,24,0.1
8/30/24,3,3,11,4,31,0.1
8/30/24,3,3,11,5,34,0.15
8/30/24,3,3,11,6,32,0.2
8/30/24,3,3,11,7,36,0.6
8/30/24,3,3,11,8,31,0.6
8/30/24,3,3,11,9,33,0.8
8/30/24,3,3,11,10,37,0.8
8/30/24,3,3,11,11,34,0.7
8/30/24,3,3,11,12,32,0.8
8/30/24,3,3,11,13,30,0.6
8/30/24,3,3,11,14,37,0.1
8/30/24,3,3,11,15,29,0.1
8/30/24,3,3,11,16,18,0
8/30/24,3,3,11,17,19,0
8/30/24,3,4,12,1,21,0.05
8/30/24,3,4,12,2,33,0.2
8/30/24,3,4,12,3,37,0.3
8/30/24,3,4,12,4,49,0.2
8/30/24,3,4,12,5,60,0.15
8/30/24,3,4,12,6,55,0.2
8/30/24,3,4,12,7,57,0.2
8/30/24,3,4,12,8,53,0.4
8/30/24,3,4,12,9,54,0.2
8/30/24,3,4,12,10,50,0.5
8/30/24,3,4,12,11,44,0.15
8/30/24,3,4,12,12,36,0.25
8/30/24,3,4,12,13,36,0.1
8/30/24,3,4,12,14,32,0.1
8/30/24,3,4,12,15,29,0.1
8/30/24,3,4,12,1,25,0.2
8/30/24,3,4,12,2,34,0.2
8/30/24,3,4,12,3,51,0.1
8/30/24,3,4,12,4,55,0.05
8/30/24,3,4,12,5,62,0
8/30/24,3,4,12,6,66,0
8/30/24,3,4,12,7,72,0
8/30/24,3,4,12,8,70,0
8/30/24,3,4,12,9,60,0
8/30/24,3,4,12,10,67,0
8/30/24,3,4,12,11,64,0.05
8/30/24,3,4,12,12,62,0.1
8/30/24,3,4,12,13,62,0.05
8/30/24,3,4,12,14,46,0.25
8/30/24,3,4,12,15,22,0.05
8/30/24,3,4,12,1,27,0.1
8/30/24,3,4,12,2,39,0.05
8/30/24,3,4,12,3,48,0.05
8/30/24,3,4,12,4,57,0.05
8/30/24,3,4,12,5,68,0.1
8/30/24,3,4,12,6,75,0
8/30/24,3,4,12,7,74,0
8/30/24,3,4,12,8,77,0.05
8/30/24,3,4,12,9,76,0.05
8/30/24,3,4,12,10,72,0
8/30/24,3,4,12,11,69,0
8/30/24,3,4,12,12,68,0
8/30/24,3,4,12,13,66,0
8/30/24,3,4,12,14,59,0
8/30/24,3,4,12,15,33,0
8/30/24,3,4,12,1,48,0.05
8/30/24,3,4,12,2,55,0
8/30/24,3,4,12,3,57,0
8/30/24,3,4,12,4,67,0
8/30/24,3,4,12,5,85,0
8/30/24,3,4,12,6,90,0
8/30/24,3,4,12,7,83,0
8/30/24,3,4,12,8,81,0
8/30/24,3,4,12,9,81,0
8/30/24,3,4,12,10,81,0.05
8/30/24,3,4,12,11,76,0.05
8/30/24,3,4,12,12,79,0.05
8/30/24,3,4,12,13,72,0.1
8/30/24,3,4,12,14,59,0.1
8/30/24,3,4,12,1,64,0
8/30/24,3,4,12,2,74,0
8/30/24,3,4,12,3,85,0
8/30/24,3,4,12,4,92,0
8/30/24,3,4,12,5,106,0
8/30/24,3,4,12,6,121,0
8/30/24,3,4,12,7,132,0
8/30/24,3,4,12,8,138,0
8/30/24,3,4,12,9,122,0
8/30/24,3,4,12,10,104,0
8/30/24,3,4,12,11,92,0
8/30/24,3,4,12,12,84,0
8/30/24,3,4,12,13,61,0
8/30/24,3,4,12,14,53,0
